Title,Artist,Rank,Weeks,PeakPos,Date
Starboy,The Weeknd Featuring Daft Punk,30,30,1,2017-04-01
Fake Love,Drake,31,25,8,2017-04-01
Congratulations,Post Malone Featuring Quavo,32,44,8,2017-04-01
Swang,Rae Sremmurd,33,26,26,2017-04-01
Rolex,Ayo & Teo,34,25,20,2017-04-01
Location,Khalid,35,42,16,2017-04-01
Don't Wanna Know,Maroon 5 Featuring Kendrick Lamar,36,27,6,2017-04-01
Dirt On My Boots,Jon Pardi,37,20,37,2017-04-01
Million Reasons,Lady Gaga,38,20,4,2017-04-01
Green Light,Lorde,39,9,19,2017-04-01
Black Beatles,Rae Sremmurd Featuring Gucci Mane,40,27,1,2017-04-01
Let Me Love You,DJ Snake Featuring Justin Bieber,41,33,4,2017-04-01
Believer,Imagine Dragons,42,38,4,2017-04-01
Water Under The Bridge,Adele,43,22,26,2017-04-01
Party,Chris Brown Featuring Usher & Gucci Mane,44,20,40,2017-04-01
Heathens,twenty one pilots,45,39,2,2017-04-01
How Far I'll Go,Auli'i Cravalho,46,20,41,2017-04-01
Make Me (Cry),Noah Cyrus Featuring Labrinth,47,15,46,2017-04-01
Slide,Calvin Harris Featuring Frank Ocean & Migos,48,20,25,2017-04-01
Caroline,Amine,49,28,11,2017-04-01
Goosebumps,Travis Scott,50,34,32,2017-04-01
Both,Gucci Mane Featuring Drake,51,22,41,2017-04-01
Castle On The Hill,Ed Sheeran,52,33,6,2017-04-01
Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,53,41,1,2017-04-01
Think A Little Less,Michael Ray,54,16,54,2017-04-01
Everyday,Ariana Grande Featuring Future,55,7,55,2017-04-01
Redbone,Childish Gambino,56,44,12,2017-04-01
Deja Vu,J. Cole,57,20,7,2017-04-01
Play That Song,Train,58,20,41,2017-04-01
Selfish,Future Featuring Rihanna,59,10,37,2017-04-01
Perfect,Ed Sheeran,60,9,10,2017-04-01
Regret In Your Tears,Nicki Minaj,61,1,61,2017-04-01
Better Man,Little Big Town,62,20,34,2017-04-01
Galway Girl,Ed Sheeran,63,5,53,2017-04-01
Fast,Luke Bryan,64,13,58,2017-04-01
Look At Me!,XXXTentacion,65,20,34,2017-04-01
Hurricane,Luke Combs,66,22,31,2017-04-01
Shining,DJ Khaled Featuring Beyonce & JAY Z,67,14,57,2017-04-01
In Case You Didn't Know,Brett Young,68,28,19,2017-04-01
Heavy,Linkin Park Featuring Kiiara,69,19,45,2017-04-01
Any Ol' Barstool,Jason Aldean,70,18,52,2017-04-01
Changed It,Nicki Minaj & Lil Wayne,71,1,71,2017-04-01
Chanel,Frank Ocean,72,1,72,2017-04-01
Moves,Big Sean,73,19,38,2017-04-01
Draco,Future,74,8,46,2017-04-01
Call On Me,Starley,75,18,65,2017-04-01
How Far I'll Go,Alessia Cara,76,19,56,2017-04-01
Party Monster,The Weeknd,77,19,16,2017-04-01
Liability,Lorde,78,1,78,2017-04-01
Losin Control,Russ,79,19,62,2017-04-01
Road Less Traveled,Lauren Alaina,80,12,67,2017-04-01
Hometown Girl,Josh Turner,81,16,56,2017-04-01
I Got You,Bebe Rexha,82,11,43,2017-04-01
Kill A Word,Eric Church Featuring Rhiannon Giddens,83,15,71,2017-04-01
The Weekend,Brantley Gilbert,84,20,64,2017-04-01
Dive,Ed Sheeran,85,2,49,2017-04-01
Sober Saturday Night,Chris Young Featuring Vince Gill,86,11,47,2017-04-01
The Fighter,Keith Urban Featuring Carrie Underwood,87,23,38,2017-04-01
Black,Dierks Bentley,88,19,56,2017-04-01
Today,Brad Paisley,89,11,67,2017-04-01
Selfish,PnB Rock,90,19,51,2017-04-01
Yeah Boy,Kelsea Ballerini,91,13,65,2017-04-01
You're Welcome,Dwayne Johnson,92,13,65,2017-04-01
Good Drank,2 Chainz x Gucci Mane x Quavo,93,16,70,2017-04-01
Happier,Ed Sheeran,94,2,59,2017-04-01
Prblms,6LACK,95,8,72,2017-04-01
Comin Out Strong,Future Featuring The Weeknd,96,3,48,2017-04-01
Chantaje,Shakira Featuring Maluma,97,18,51,2017-04-01
El Amante,Nicky Jam,98,15,92,2017-04-01
Slippery,Migos Featuring Gucci Mane,99,21,29,2017-04-01
Scared To Be Lonely,Martin Garrix & Dua Lipa,100,14,76,2017-04-01
Shape Of You,Ed Sheeran,1,42,1,2017-03-25
Bad And Boujee,Migos Featuring Lil Uzi Vert,2,36,1,2017-03-25
That's What I Like,Bruno Mars,3,41,1,2017-03-25
I Don't Wanna Live Forever (Fifty Shades Darker),Zayn / Taylor Swift,4,23,2,2017-03-25
Love On The Brain,Rihanna,5,31,5,2017-03-25
Tunnel Vision,Kodak Black,6,20,6,2017-03-25
Paris,The Chainsmokers,7,20,6,2017-03-25
Bounce Back,Big Sean,8,28,6,2017-03-25
Rockabye,Clean Bandit Featuring Sean Paul & Anne-Marie,9,27,9,2017-03-25
Closer,The Chainsmokers Featuring Halsey,10,52,1,2017-03-25
Something Just Like This,The Chainsmokers & Coldplay,11,36,3,2017-03-25
I Feel It Coming,The Weeknd Featuring Daft Punk,12,26,4,2017-03-25
Chained To The Rhythm,Katy Perry Featuring Skip Marley,13,15,4,2017-03-25
iSpy,KYLE Featuring Lil Yachty,14,30,4,2017-03-25
Mercy,Shawn Mendes,15,32,15,2017-03-25
24K Magic,Bruno Mars,16,41,4,2017-03-25
Body Like A Back Road,Sam Hunt,17,39,6,2017-03-25
It Ain't Me,Kygo x Selena Gomez,18,29,10,2017-03-25
Green Light,Lorde,19,9,19,2017-03-25
Cold,Maroon 5 Featuring Future,20,20,16,2017-03-25
Scars To Your Beautiful,Alessia Cara,21,43,8,2017-03-25
Bad Things,Machine Gun Kelly x Camila Cabello,22,23,4,2017-03-25
Fake Love,Drake,23,25,8,2017-03-25
Can't Stop The Feeling!,Justin Timberlake,24,52,1,2017-03-25
Down,Marian Hill,25,17,21,2017-03-25
Starboy,The Weeknd Featuring Daft Punk,26,30,1,2017-03-25
Issues,Julia Michaels,27,29,11,2017-03-25
Say You Won't Let Go,James Arthur,28,52,11,2017-03-25
Million Reasons,Lady Gaga,29,20,4,2017-03-25
T-Shirt,Migos,30,25,19,2017-03-25
Don't Wanna Know,Maroon 5 Featuring Kendrick Lamar,31,27,6,2017-03-25
Mask Off,Future,32,31,5,2017-03-25
Congratulations,Post Malone Featuring Quavo,33,44,8,2017-03-25
Stay,Zedd & Alessia Cara,34,31,7,2017-03-25
Black Beatles,Rae Sremmurd Featuring Gucci Mane,35,27,1,2017-03-25
Swang,Rae Sremmurd,36,26,26,2017-03-25
Perfect,Ed Sheeran,37,9,10,2017-03-25
Location,Khalid,38,42,16,2017-03-25
Castle On The Hill,Ed Sheeran,39,33,6,2017-03-25
Let Me Love You,DJ Snake Featuring Justin Bieber,40,33,4,2017-03-25
Believer,Imagine Dragons,41,38,4,2017-03-25
Dirt On My Boots,Jon Pardi,42,20,37,2017-03-25
Water Under The Bridge,Adele,43,22,26,2017-03-25
Heathens,twenty one pilots,44,39,2,2017-03-25
All Time Low,Jon Bellion,45,22,16,2017-03-25
Make Me (Cry),Noah Cyrus Featuring Labrinth,46,15,46,2017-03-25
Caroline,Amine,47,28,11,2017-03-25
Rolex,Ayo & Teo,48,25,20,2017-03-25
Dive,Ed Sheeran,49,2,49,2017-03-25
Side To Side,Ariana Grande Featuring Nicki Minaj,50,28,4,2017-03-25
Party,Chris Brown Featuring Usher & Gucci Mane,51,20,40,2017-03-25
Slide,Calvin Harris Featuring Frank Ocean & Migos,52,20,25,2017-03-25
Galway Girl,Ed Sheeran,53,5,53,2017-03-25
Both,Gucci Mane Featuring Drake,54,22,41,2017-03-25
Better Man,Little Big Town,55,20,34,2017-03-25
Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,56,41,1,2017-03-25
Goosebumps,Travis Scott,57,34,32,2017-03-25
Think A Little Less,Michael Ray,58,16,54,2017-03-25
Happier,Ed Sheeran,59,2,59,2017-03-25
How Far I'll Go,Auli'i Cravalho,60,20,41,2017-03-25
Look At Me!,XXXTentacion,61,20,34,2017-03-25
Shining,DJ Khaled Featuring Beyonce & JAY Z,62,14,57,2017-03-25
Everyday,Ariana Grande Featuring Future,63,7,55,2017-03-25
Deja Vu,J. Cole,64,20,7,2017-03-25
Fast,Luke Bryan,65,13,58,2017-03-25
Selfish,Future Featuring Rihanna,66,10,37,2017-03-25
I Got You,Bebe Rexha,67,11,43,2017-03-25
Play That Song,Train,68,20,41,2017-03-25
Redbone,Childish Gambino,69,44,12,2017-03-25
Any Ol' Barstool,Jason Aldean,70,18,52,2017-03-25
Moves,Big Sean,71,19,38,2017-03-25
New Man,Ed Sheeran,72,1,72,2017-03-25
Hurricane,Luke Combs,73,22,31,2017-03-25
Today,Brad Paisley,74,11,67,2017-03-25
Supermarket Flowers,Ed Sheeran,75,1,75,2017-03-25
Party Monster,The Weeknd,76,19,16,2017-03-25
Draco,Future,77,8,46,2017-03-25
Call On Me,Starley,78,18,65,2017-03-25
Heavy,Linkin Park Featuring Kiiara,79,19,45,2017-03-25
In Case You Didn't Know,Brett Young,80,28,19,2017-03-25
Comin Out Strong,Future Featuring The Weeknd,81,3,48,2017-03-25
Sober Saturday Night,Chris Young Featuring Vince Gill,82,11,47,2017-03-25
What Do I Know?,Ed Sheeran,83,1,83,2017-03-25
How Would You Feel (Paean),Ed Sheeran,84,2,41,2017-03-25
Road Less Traveled,Lauren Alaina,85,12,67,2017-03-25
Losin Control,Russ,86,19,62,2017-03-25
The Weekend,Brantley Gilbert,87,20,64,2017-03-25
Kill A Word,Eric Church Featuring Rhiannon Giddens,88,15,71,2017-03-25
How Far I'll Go,Alessia Cara,89,19,56,2017-03-25
Eraser,Ed Sheeran,90,1,90,2017-03-25
Used To This,Future Featuring Drake,91,18,14,2017-03-25
The Fighter,Keith Urban Featuring Carrie Underwood,92,23,38,2017-03-25
Hearts Don't Break Around Here,Ed Sheeran,93,1,93,2017-03-25
Selfish,PnB Rock,94,19,51,2017-03-25
Hometown Girl,Josh Turner,95,16,56,2017-03-25
Barcelona,Ed Sheeran,96,1,96,2017-03-25
Chantaje,Shakira Featuring Maluma,97,18,51,2017-03-25
Yeah Boy,Kelsea Ballerini,98,13,65,2017-03-25
Star Of The Show,Thomas Rhett,99,19,45,2017-03-25
A Guy With A Girl,Blake Shelton,100,17,42,2017-03-25
Shape Of You,Ed Sheeran,1,42,1,2017-03-18
Bad And Boujee,Migos Featuring Lil Uzi Vert,2,36,1,2017-03-18
I Don't Wanna Live Forever (Fifty Shades Darker),Zayn / Taylor Swift,3,23,2,2017-03-18
That's What I Like,Bruno Mars,4,41,1,2017-03-18
Something Just Like This,The Chainsmokers & Coldplay,5,36,3,2017-03-18
Love On The Brain,Rihanna,6,31,5,2017-03-18
Paris,The Chainsmokers,7,20,6,2017-03-18
Tunnel Vision,Kodak Black,8,20,6,2017-03-18
Bounce Back,Big Sean,9,28,6,2017-03-18
Closer,The Chainsmokers Featuring Halsey,10,52,1,2017-03-18
I Feel It Coming,The Weeknd Featuring Daft Punk,11,26,4,2017-03-18
Chained To The Rhythm,Katy Perry Featuring Skip Marley,12,15,4,2017-03-18
Can't Stop The Feeling!,Justin Timberlake,13,52,1,2017-03-18
iSpy,KYLE Featuring Lil Yachty,14,30,4,2017-03-18
Bad Things,Machine Gun Kelly x Camila Cabello,15,23,4,2017-03-18
Fake Love,Drake,16,25,8,2017-03-18
Mercy,Shawn Mendes,17,32,15,2017-03-18
24K Magic,Bruno Mars,18,41,4,2017-03-18
Scars To Your Beautiful,Alessia Cara,19,43,8,2017-03-18
Body Like A Back Road,Sam Hunt,20,39,6,2017-03-18
Down,Marian Hill,21,17,21,2017-03-18
It Ain't Me,Kygo x Selena Gomez,22,29,10,2017-03-18
Starboy,The Weeknd Featuring Daft Punk,23,30,1,2017-03-18
Rockabye,Clean Bandit Featuring Sean Paul & Anne-Marie,24,27,9,2017-03-18
Don't Wanna Know,Maroon 5 Featuring Kendrick Lamar,25,27,6,2017-03-18
Say You Won't Let Go,James Arthur,26,52,11,2017-03-18
Issues,Julia Michaels,27,29,11,2017-03-18
Stay,Zedd & Alessia Cara,28,31,7,2017-03-18
Black Beatles,Rae Sremmurd Featuring Gucci Mane,29,27,1,2017-03-18
Million Reasons,Lady Gaga,30,20,4,2017-03-18
T-Shirt,Migos,31,25,19,2017-03-18
Cold,Maroon 5 Featuring Future,32,20,16,2017-03-18
All Time Low,Jon Bellion,33,22,16,2017-03-18
Slide,Calvin Harris Featuring Frank Ocean & Migos,34,20,25,2017-03-18
Congratulations,Post Malone Featuring Quavo,35,44,8,2017-03-18
Let Me Love You,DJ Snake Featuring Justin Bieber,36,33,4,2017-03-18
Selfish,Future Featuring Rihanna,37,10,37,2017-03-18
Caroline,Amine,38,28,11,2017-03-18
Side To Side,Ariana Grande Featuring Nicki Minaj,39,28,4,2017-03-18
Swang,Rae Sremmurd,40,26,26,2017-03-18
Water Under The Bridge,Adele,41,22,26,2017-03-18
Better Man,Little Big Town,42,20,34,2017-03-18
Heathens,twenty one pilots,43,39,2,2017-03-18
Dirt On My Boots,Jon Pardi,44,20,37,2017-03-18
Treat You Better,Shawn Mendes,45,39,6,2017-03-18
Mask Off,Future,46,31,5,2017-03-18
Party,Chris Brown Featuring Usher & Gucci Mane,47,20,40,2017-03-18
Comin Out Strong,Future Featuring The Weeknd,48,3,48,2017-03-18
Both,Gucci Mane Featuring Drake,49,22,41,2017-03-18
I Got You,Bebe Rexha,50,11,43,2017-03-18
Location,Khalid,51,42,16,2017-03-18
Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,52,41,1,2017-03-18
How Far I'll Go,Auli'i Cravalho,53,20,41,2017-03-18
Deja Vu,J. Cole,54,20,7,2017-03-18
Think A Little Less,Michael Ray,55,16,54,2017-03-18
Make Me (Cry),Noah Cyrus Featuring Labrinth,56,15,46,2017-03-18
Goosebumps,Travis Scott,57,34,32,2017-03-18
Everyday,Ariana Grande Featuring Future,58,7,55,2017-03-18
Believer,Imagine Dragons,59,38,4,2017-03-18
Rolex,Ayo & Teo,60,25,20,2017-03-18
Shining,DJ Khaled Featuring Beyonce & JAY Z,61,14,57,2017-03-18
Play That Song,Train,62,20,41,2017-03-18
Sober Saturday Night,Chris Young Featuring Vince Gill,63,11,47,2017-03-18
Draco,Future,64,8,46,2017-03-18
Moves,Big Sean,65,19,38,2017-03-18
Look At Me!,XXXTentacion,66,20,34,2017-03-18
Party Monster,The Weeknd,67,19,16,2017-03-18
Fast,Luke Bryan,68,13,58,2017-03-18
Today,Brad Paisley,69,11,67,2017-03-18
Any Ol' Barstool,Jason Aldean,70,18,52,2017-03-18
Call On Me,Starley,71,18,65,2017-03-18
Cash Me Outside (#CashMeOutside),DJ Suede The Remix God,72,3,72,2017-03-18
Love,Lana Del Rey,73,2,44,2017-03-18
Hurricane,Luke Combs,74,22,31,2017-03-18
Castle On The Hill,Ed Sheeran,75,33,6,2017-03-18
Used To This,Future Featuring Drake,76,18,14,2017-03-18
No Heart,21 Savage & Metro Boomin,77,19,43,2017-03-18
Make Love,Gucci Mane & Nicki Minaj,78,1,78,2017-03-18
Kill A Word,Eric Church Featuring Rhiannon Giddens,79,15,71,2017-03-18
How Far I'll Go,Alessia Cara,80,19,56,2017-03-18
The Weekend,Brantley Gilbert,81,20,64,2017-03-18
Heavy,Linkin Park Featuring Kiiara,82,19,45,2017-03-18
Redbone,Childish Gambino,83,44,12,2017-03-18
Road Less Traveled,Lauren Alaina,84,12,67,2017-03-18
In Case You Didn't Know,Brett Young,85,28,19,2017-03-18
Selfish,PnB Rock,86,19,51,2017-03-18
Star Of The Show,Thomas Rhett,87,19,45,2017-03-18
Love Me Now,John Legend,88,19,23,2017-03-18
Losin Control,Russ,89,19,62,2017-03-18
Chantaje,Shakira Featuring Maluma,90,18,51,2017-03-18
A Guy With A Girl,Blake Shelton,91,17,42,2017-03-18
"God, Your Mama, And Me",Florida Georgia Line Featuring Backstreet Boys,92,19,46,2017-03-18
The Fighter,Keith Urban Featuring Carrie Underwood,93,23,38,2017-03-18
Slippery,Migos Featuring Gucci Mane,94,21,29,2017-03-18
Not Nice,PARTYNEXTDOOR,95,7,82,2017-03-18
Hometown Girl,Josh Turner,96,16,56,2017-03-18
Yeah Boy,Kelsea Ballerini,97,13,65,2017-03-18
Black,Dierks Bentley,98,19,56,2017-03-18
El Amante,Nicky Jam,99,15,92,2017-03-18
Green Light,Lorde,100,9,19,2017-03-18
Shape Of You,Ed Sheeran,1,42,1,2017-03-11
Bad And Boujee,Migos Featuring Lil Uzi Vert,2,36,1,2017-03-11
I Don't Wanna Live Forever (Fifty Shades Darker),Zayn / Taylor Swift,3,23,2,2017-03-11
That's What I Like,Bruno Mars,4,41,1,2017-03-11
Closer,The Chainsmokers Featuring Halsey,5,52,1,2017-03-11
Paris,The Chainsmokers,6,20,6,2017-03-11
Love On The Brain,Rihanna,7,31,5,2017-03-11
Chained To The Rhythm,Katy Perry Featuring Skip Marley,8,15,4,2017-03-11
Bounce Back,Big Sean,9,28,6,2017-03-11
Bad Things,Machine Gun Kelly x Camila Cabello,10,23,4,2017-03-11
I Feel It Coming,The Weeknd Featuring Daft Punk,11,26,4,2017-03-11
It Ain't Me,Kygo x Selena Gomez,12,29,10,2017-03-11
Fake Love,Drake,13,25,8,2017-03-11
Scars To Your Beautiful,Alessia Cara,14,43,8,2017-03-11
24K Magic,Bruno Mars,15,41,4,2017-03-11
Black Beatles,Rae Sremmurd Featuring Gucci Mane,16,27,1,2017-03-11
Starboy,The Weeknd Featuring Daft Punk,17,30,1,2017-03-11
Mercy,Shawn Mendes,18,32,15,2017-03-11
Don't Wanna Know,Maroon 5 Featuring Kendrick Lamar,19,27,6,2017-03-11
iSpy,KYLE Featuring Lil Yachty,20,30,4,2017-03-11
Rockabye,Clean Bandit Featuring Sean Paul & Anne-Marie,21,27,9,2017-03-11
Body Like A Back Road,Sam Hunt,22,39,6,2017-03-11
Cold,Maroon 5 Featuring Future,23,20,16,2017-03-11
Caroline,Amine,24,28,11,2017-03-11
Down,Marian Hill,25,17,21,2017-03-11
All Time Low,Jon Bellion,26,22,16,2017-03-11
Tunnel Vision,Kodak Black,27,20,6,2017-03-11
Say You Won't Let Go,James Arthur,28,52,11,2017-03-11
Can't Stop The Feeling!,Justin Timberlake,29,52,1,2017-03-11
Million Reasons,Lady Gaga,30,20,4,2017-03-11
Let Me Love You,DJ Snake Featuring Justin Bieber,31,33,4,2017-03-11
T-Shirt,Migos,32,25,19,2017-03-11
Issues,Julia Michaels,33,29,11,2017-03-11
Side To Side,Ariana Grande Featuring Nicki Minaj,34,28,4,2017-03-11
Swang,Rae Sremmurd,35,26,26,2017-03-11
Congratulations,Post Malone Featuring Quavo,36,44,8,2017-03-11
Water Under The Bridge,Adele,37,22,26,2017-03-11
Heathens,twenty one pilots,38,39,2,2017-03-11
Better Man,Little Big Town,39,20,34,2017-03-11
Treat You Better,Shawn Mendes,40,39,6,2017-03-11
How Would You Feel (Paean),Ed Sheeran,41,2,41,2017-03-11
Dirt On My Boots,Jon Pardi,42,20,37,2017-03-11
I Got You,Bebe Rexha,43,11,43,2017-03-11
Love,Lana Del Rey,44,2,44,2017-03-11
Party,Chris Brown Featuring Usher & Gucci Mane,45,20,40,2017-03-11
Draco,Future,46,8,46,2017-03-11
Broccoli,D.R.A.M. Featuring Lil Yachty,47,37,5,2017-03-11
This Town,Niall Horan,48,22,20,2017-03-11
Mask Off,Future,49,31,5,2017-03-11
Both,Gucci Mane Featuring Drake,50,22,41,2017-03-11
Location,Khalid,51,42,16,2017-03-11
Heavy,Linkin Park Featuring Kiiara,52,19,45,2017-03-11
Make Me (Cry),Noah Cyrus Featuring Labrinth,53,15,46,2017-03-11
Rent Money,Future,54,1,54,2017-03-11
Deja Vu,J. Cole,55,20,7,2017-03-11
Something Just Like This,The Chainsmokers & Coldplay,56,36,3,2017-03-11
Shining,DJ Khaled Featuring Beyonce & JAY Z,57,14,57,2017-03-11
Think A Little Less,Michael Ray,58,16,54,2017-03-11
Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,59,41,1,2017-03-11
Play That Song,Train,60,20,41,2017-03-11
Sober Saturday Night,Chris Young Featuring Vince Gill,61,11,47,2017-03-11
Goosebumps,Travis Scott,62,34,32,2017-03-11
Moves,Big Sean,63,19,38,2017-03-11
Party Monster,The Weeknd,64,19,16,2017-03-11
Believer,Imagine Dragons,65,38,4,2017-03-11
Castle On The Hill,Ed Sheeran,66,33,6,2017-03-11
Used To This,Future Featuring Drake,67,18,14,2017-03-11
Rolex,Ayo & Teo,68,25,20,2017-03-11
Love Me Now,John Legend,69,19,23,2017-03-11
Look At Me!,XXXTentacion,70,20,34,2017-03-11
Today,Brad Paisley,71,11,67,2017-03-11
Call On Me,Starley,72,18,65,2017-03-11
Any Ol' Barstool,Jason Aldean,73,18,52,2017-03-11
Kill A Word,Eric Church Featuring Rhiannon Giddens,74,15,71,2017-03-11
Star Of The Show,Thomas Rhett,75,19,45,2017-03-11
Fast,Luke Bryan,76,13,58,2017-03-11
Reminder,The Weeknd,77,17,31,2017-03-11
Everyday,Ariana Grande Featuring Future,78,7,55,2017-03-11
A Guy With A Girl,Blake Shelton,79,17,42,2017-03-11
Chantaje,Shakira Featuring Maluma,80,18,51,2017-03-11
The Weekend,Brantley Gilbert,81,20,64,2017-03-11
Hurricane,Luke Combs,82,22,31,2017-03-11
Guys My Age,Hey Violet,83,5,68,2017-03-11
Seein' Red,Dustin Lynch,84,9,55,2017-03-11
No Heart,21 Savage & Metro Boomin,85,19,43,2017-03-11
The Fighter,Keith Urban Featuring Carrie Underwood,86,23,38,2017-03-11
Road Less Traveled,Lauren Alaina,87,12,67,2017-03-11
Not Nice,PARTYNEXTDOOR,88,7,82,2017-03-11
Slippery,Migos Featuring Gucci Mane,89,21,29,2017-03-11
Selfish,PnB Rock,90,19,51,2017-03-11
Super Trapper,Future,91,1,91,2017-03-11
In Case You Didn't Know,Brett Young,92,28,19,2017-03-11
Dancing On My Own,Calum Scott,93,2,93,2017-03-11
How Far I'll Go,Alessia Cara,94,19,56,2017-03-11
Black,Dierks Bentley,95,19,56,2017-03-11
Cash Me Outside (#CashMeOutside),DJ Suede The Remix God,96,3,72,2017-03-11
No Favors,Big Sean Featuring Eminem,97,3,22,2017-03-11
El Amante,Nicky Jam,98,15,92,2017-03-11
Zoom,Future,99,1,99,2017-03-11
Yeah Boy,Kelsea Ballerini,100,13,65,2017-03-11
Shape Of You,Ed Sheeran,1,42,1,2017-03-04
I Don't Wanna Live Forever (Fifty Shades Darker),Zayn / Taylor Swift,2,23,2,2017-03-04
Bad And Boujee,Migos Featuring Lil Uzi Vert,3,36,1,2017-03-04
Chained To The Rhythm,Katy Perry Featuring Skip Marley,4,15,4,2017-03-04
Closer,The Chainsmokers Featuring Halsey,5,52,1,2017-03-04
Bad Things,Machine Gun Kelly x Camila Cabello,6,23,4,2017-03-04
That's What I Like,Bruno Mars,7,41,1,2017-03-04
Love On The Brain,Rihanna,8,31,5,2017-03-04
I Feel It Coming,The Weeknd Featuring Daft Punk,9,26,4,2017-03-04
Bounce Back,Big Sean,10,28,6,2017-03-04
Paris,The Chainsmokers,11,20,6,2017-03-04
Fake Love,Drake,12,25,8,2017-03-04
24K Magic,Bruno Mars,13,41,4,2017-03-04
Starboy,The Weeknd Featuring Daft Punk,14,30,1,2017-03-04
Scars To Your Beautiful,Alessia Cara,15,43,8,2017-03-04
Black Beatles,Rae Sremmurd Featuring Gucci Mane,16,27,1,2017-03-04
Don't Wanna Know,Maroon 5 Featuring Kendrick Lamar,17,27,6,2017-03-04
Million Reasons,Lady Gaga,18,20,4,2017-03-04
Mercy,Shawn Mendes,19,32,15,2017-03-04
iSpy,KYLE Featuring Lil Yachty,20,30,4,2017-03-04
Caroline,Amine,21,28,11,2017-03-04
Rockabye,Clean Bandit Featuring Sean Paul & Anne-Marie,22,27,9,2017-03-04
Say You Won't Let Go,James Arthur,23,52,11,2017-03-04
Side To Side,Ariana Grande Featuring Nicki Minaj,24,28,4,2017-03-04
Can't Stop The Feeling!,Justin Timberlake,25,52,1,2017-03-04
All Time Low,Jon Bellion,26,22,16,2017-03-04
Body Like A Back Road,Sam Hunt,27,39,6,2017-03-04
Let Me Love You,DJ Snake Featuring Justin Bieber,28,33,4,2017-03-04
T-Shirt,Migos,29,25,19,2017-03-04
Down,Marian Hill,30,17,21,2017-03-04
Water Under The Bridge,Adele,31,22,26,2017-03-04
Heathens,twenty one pilots,32,39,2,2017-03-04
Congratulations,Post Malone Featuring Quavo,33,44,8,2017-03-04
Issues,Julia Michaels,34,29,11,2017-03-04
Better Man,Little Big Town,35,20,34,2017-03-04
Treat You Better,Shawn Mendes,36,39,6,2017-03-04
Broccoli,D.R.A.M. Featuring Lil Yachty,37,37,5,2017-03-04
This Town,Niall Horan,38,22,20,2017-03-04
Dirt On My Boots,Jon Pardi,39,20,37,2017-03-04
Starving,Hailee Steinfeld & Grey Featuring Zedd,40,29,12,2017-03-04
Party,Chris Brown Featuring Usher & Gucci Mane,41,20,40,2017-03-04
Cold,Maroon 5 Featuring Future,42,20,16,2017-03-04
I Got You,Bebe Rexha,43,11,43,2017-03-04
Location,Khalid,44,42,16,2017-03-04
Moves,Big Sean,45,19,38,2017-03-04
Make Me (Cry),Noah Cyrus Featuring Labrinth,46,15,46,2017-03-04
Sober Saturday Night,Chris Young Featuring Vince Gill,47,11,47,2017-03-04
Juju On That Beat (TZ Anthem),Zay Hilfigerrr & Zayion McCall,48,21,5,2017-03-04
Both,Gucci Mane Featuring Drake,49,22,41,2017-03-04
Deja Vu,J. Cole,50,20,7,2017-03-04
Love Me Now,John Legend,51,19,23,2017-03-04
Castle On The Hill,Ed Sheeran,52,33,6,2017-03-04
The Fighter,Keith Urban Featuring Carrie Underwood,53,23,38,2017-03-04
Bom Bidi Bom,Nick Jonas & Nicki Minaj,54,1,54,2017-03-04
Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,55,41,1,2017-03-04
Think A Little Less,Michael Ray,56,16,54,2017-03-04
Swang,Rae Sremmurd,57,26,26,2017-03-04
Party Monster,The Weeknd,58,19,16,2017-03-04
Play That Song,Train,59,20,41,2017-03-04
Used To This,Future Featuring Drake,60,18,14,2017-03-04
Goosebumps,Travis Scott,61,34,32,2017-03-04
Shining,DJ Khaled Featuring Beyonce & JAY Z,62,14,57,2017-03-04
No Favors,Big Sean Featuring Eminem,63,3,22,2017-03-04
Star Of The Show,Thomas Rhett,64,19,45,2017-03-04
Seein' Red,Dustin Lynch,65,9,55,2017-03-04
