Title,Artist,Rank,Weeks,PeakPos,Date
Love You Like A Love Song,Selena Gomez & The Scene,45,38,22,2011-10-29
Work Out,J. Cole,46,28,13,2011-10-29
It Will Rain,Bruno Mars,47,29,3,2011-10-29
Easy,Rascal Flatts Featuring Natasha Bedingfield,48,23,43,2011-10-29
Here For A Good Time,George Strait,49,20,46,2011-10-29
Sparks Fly,Taylor Swift,50,20,17,2011-10-29
Not Over You,Gavin DeGraw,51,35,18,2011-10-29
We Owned The Night,Lady Antebellum,52,20,31,2011-10-29
Tattoos On This Town,Jason Aldean,53,20,38,2011-10-29
I Don't Want This Night To End,Luke Bryan,54,23,22,2011-10-29
Baggage Claim,Miranda Lambert,55,20,44,2011-10-29
Long Hot Summer,Keith Urban,56,18,45,2011-10-29
Made In America,Toby Keith,57,20,40,2011-10-29
Keep Your Head Up,Andy Grammer,58,20,53,2011-10-29
Country Must Be Country Wide,Brantley Gilbert,59,21,50,2011-10-29
Take Over Control,Afrojack Featuring Eva Simons,60,20,41,2011-10-29
Marvins Room,Drake,61,18,21,2011-10-29
Otis,Jay Z Kanye West Featuring Otis Redding,62,20,12,2011-10-29
Remind Me,Brad Paisley Duet With Carrie Underwood,63,20,17,2011-10-29
That Way,Wale Featuring Jeremih & Rick Ross,64,18,49,2011-10-29
Brighter Than The Sun,Colbie Caillat,65,25,47,2011-10-29
Keep Me In Mind,Zac Brown Band,66,20,35,2011-10-29
Best Thing I Never Had,Beyonce,67,20,16,2011-10-29
Drink In My Hand,Eric Church,68,20,40,2011-10-29
Dance (A$$),Big Sean Featuring Nicki Minaj,69,24,10,2011-10-29
When We Stand Together,Nickelback,70,16,44,2011-10-29
I'm Gonna Love You Through It,Martina McBride,71,20,61,2011-10-29
All Your Life,The Band Perry,72,23,37,2011-10-29
The Adventures Of Rain Dance Maggie,Red Hot Chili Peppers,73,17,38,2011-10-29
Mrs. Right,Mindless Behavior Featuring Diggy,74,10,72,2011-10-29
I Like It Like That,Hot Chelle Rae Featuring New Boyz,75,20,28,2011-10-29
Body 2 Body,Ace Hood Featuring Chris Brown,76,13,65,2011-10-29
Skyscraper,Demi Lovato,77,15,10,2011-10-29
Wet The Bed,Chris Brown Featuring Ludacris,78,10,77,2011-10-29
Dedication To My Ex (Miss That),Lloyd Featuring Andre 3000 & Lil Wayne,79,5,79,2011-10-29
One More Drinkin' Song,Jerrod Niemann,80,18,72,2011-10-29
Just Fishin',Trace Adkins,81,20,61,2011-10-29
I Got You,Thompson Square,82,18,68,2011-10-29
Crawling Back To You,Daughtry,83,10,41,2011-10-29
Let It Rain,David Nail Featuring Sarah Buxton,84,20,51,2011-10-29
Countdown,Beyonce,85,15,71,2011-10-29
Calling All The Monsters,China Anne McClain,86,2,86,2011-10-29
Party,Beyonce Featuring Andre 3000,87,18,50,2011-10-29
Got 2 Luv U,Sean Paul Featuring Alexis Jordan,88,6,84,2011-10-29
Still Got It,Tyga Featuring Drake,89,1,89,2011-10-29
Sail,AWOLNATION,90,79,17,2011-10-29
Good Good Night,Roscoe Dash,91,4,91,2011-10-29
Criminal,Britney Spears,92,6,55,2011-10-29
Quickie,Miguel,93,14,62,2011-10-29
The One That Got Away,Katy Perry,94,24,3,2011-10-29
Rain Over Me,Pitbull Featuring Marc Anthony,95,19,30,2011-10-29
Domino,Jessie J,96,29,6,2011-10-29
Make Me Proud,Drake Featuring Nicki Minaj,97,20,9,2011-10-29
Papi,Jennifer Lopez,98,3,96,2011-10-29
Lost In Paradise,Evanescence,99,1,99,2011-10-29
Faster,Matt Nathanson,100,12,74,2011-10-29
Someone Like You,Adele,1,39,1,2011-10-22
Moves Like Jagger,Maroon 5 Featuring Christina Aguilera,2,49,1,2011-10-22
Pumped Up Kicks,Foster The People,3,40,3,2011-10-22
Sexy And I Know It,LMFAO,4,42,1,2011-10-22
Stereo Hearts,Gym Class Heroes Featuring Adam Levine,5,37,4,2011-10-22
Party Rock Anthem,LMFAO Featuring Lauren Bennett & GoonRock,6,68,1,2011-10-22
We Found Love,Rihanna Featuring Calvin Harris,7,41,1,2011-10-22
Without You,David Guetta Featuring Usher,8,30,4,2011-10-22
You Make Me Feel...,Cobra Starship Featuring Sabi,9,29,7,2011-10-22
You And I,Lady Gaga,10,20,6,2011-10-22
In The Dark,Dev,11,20,11,2011-10-22
Lighters,Bad Meets Evil Featuring Bruno Mars,12,22,4,2011-10-22
Give Me Everything,"Pitbull Featuring Ne-Yo, Afrojack & Nayer",13,45,1,2011-10-22
Super Bass,Nicki Minaj,14,39,3,2011-10-22
Cheers (Drink To That),Rihanna,15,18,7,2011-10-22
How To Love,Lil Wayne,16,24,5,2011-10-22
Headlines,Drake,17,25,13,2011-10-22
It Girl,Jason Derulo,18,22,17,2011-10-22
Strange Clouds,B.o.B Featuring Lil Wayne,19,20,7,2011-10-22
Good Life,OneRepublic,20,35,8,2011-10-22
Rolling In The Deep,Adele,21,65,1,2011-10-22
She Will,Lil Wayne Featuring Drake,22,21,3,2011-10-22
Take A Back Road,Rodney Atkins,23,23,23,2011-10-22
God Gave Me You,Blake Shelton,24,25,22,2011-10-22
Last Friday Night (T.G.I.F.),Katy Perry,25,24,1,2011-10-22
Mr. Saxobeat,Alexandra Stan,26,20,21,2011-10-22
Mr. Know It All,Kelly Clarkson,27,23,10,2011-10-22
Tonight Tonight,Hot Chelle Rae,28,30,7,2011-10-22
I Wanna Go,Britney Spears,29,20,7,2011-10-22
5 O'Clock,T-Pain Featuring Wiz Khalifa & Lily Allen,30,20,10,2011-10-22
Just A Kiss,Lady Antebellum,31,42,7,2011-10-22
Ni**as in Paris,Jay Z Kanye West,32,36,5,2011-10-22
If I Die Young,The Band Perry,33,53,14,2011-10-22
Nothing,The Script,34,20,32,2011-10-22
Marvin & Chardonnay,Big Sean Featuring Kanye West & Roscoe Dash,35,20,32,2011-10-22
Crazy Girl,Eli Young Band,36,36,30,2011-10-22
I'm On One,"DJ Khaled Featuring Drake, Rick Ross & Lil Wayne",37,23,10,2011-10-22
Better With The Lights Off,New Boyz Featuring Chris Brown,38,19,38,2011-10-22
Fly,Nicki Minaj Featuring Rihanna,39,20,19,2011-10-22
The Edge Of Glory,Lady Gaga,40,24,3,2011-10-22
Crawling Back To You,Daughtry,41,10,41,2011-10-22
Barefoot Blue Jean Night,Jake Owen,42,24,21,2011-10-22
Made In America,Toby Keith,43,20,40,2011-10-22
Take Over Control,Afrojack Featuring Eva Simons,44,20,41,2011-10-22
Long Hot Summer,Keith Urban,45,18,45,2011-10-22
Here For A Good Time,George Strait,46,20,46,2011-10-22
We Owned The Night,Lady Antebellum,47,20,31,2011-10-22
Work Out,J. Cole,48,28,13,2011-10-22
Dirt Road Anthem,Jason Aldean,49,27,7,2011-10-22
Easy,Rascal Flatts Featuring Natasha Bedingfield,50,23,43,2011-10-22
I Like It Like That,Hot Chelle Rae Featuring New Boyz,51,20,28,2011-10-22
Love You Like A Love Song,Selena Gomez & The Scene,52,38,22,2011-10-22
Fix You,Glee Cast,53,1,53,2011-10-22
Sparks Fly,Taylor Swift,54,20,17,2011-10-22
Remind Me,Brad Paisley Duet With Carrie Underwood,55,20,17,2011-10-22
Otis,Jay Z Kanye West Featuring Otis Redding,56,20,12,2011-10-22
Not Over You,Gavin DeGraw,57,35,18,2011-10-22
Baggage Claim,Miranda Lambert,58,20,44,2011-10-22
Marvins Room,Drake,59,18,21,2011-10-22
Tattoos On This Town,Jason Aldean,60,20,38,2011-10-22
Keep Your Head Up,Andy Grammer,61,20,53,2011-10-22
Hangover,Taio Cruz Featuring Flo Rida,62,1,62,2011-10-22
Country Must Be Country Wide,Brantley Gilbert,63,21,50,2011-10-22
It Will Rain,Bruno Mars,64,29,3,2011-10-22
Best Thing I Never Had,Beyonce,65,20,16,2011-10-22
I'm Flexin',T.I. Featuring Big K.R.I.T.,66,1,66,2011-10-22
Just Fishin',Trace Adkins,67,20,61,2011-10-22
Paradise,Coldplay,68,32,15,2011-10-22
Brighter Than The Sun,Colbie Caillat,69,25,47,2011-10-22
You And Tequila,Kenny Chesney Featuring Grace Potter,70,20,33,2011-10-22
That Way,Wale Featuring Jeremih & Rick Ross,71,18,49,2011-10-22
The Adventures Of Rain Dance Maggie,Red Hot Chili Peppers,72,17,38,2011-10-22
I Don't Want This Night To End,Luke Bryan,73,23,22,2011-10-22
Skyscraper,Demi Lovato,74,15,10,2011-10-22
When We Stand Together,Nickelback,75,16,44,2011-10-22
I Like How It Feels,Enrique Iglesias Featuring Pitbull & The WAV.s,76,3,74,2011-10-22
Good Feeling,Flo Rida,77,37,3,2011-10-22
Drink In My Hand,Eric Church,78,20,40,2011-10-22
Mrs. Right,Mindless Behavior Featuring Diggy,79,10,72,2011-10-22
All Your Life,The Band Perry,80,23,37,2011-10-22
Wet The Bed,Chris Brown Featuring Ludacris,81,10,77,2011-10-22
Dedication To My Ex (Miss That),Lloyd Featuring Andre 3000 & Lil Wayne,82,5,79,2011-10-22
Keep Me In Mind,Zac Brown Band,83,20,35,2011-10-22
Quickie,Miguel,84,14,62,2011-10-22
Got 2 Luv U,Sean Paul Featuring Alexis Jordan,85,6,84,2011-10-22
One More Drinkin' Song,Jerrod Niemann,86,18,72,2011-10-22
Sail,AWOLNATION,87,79,17,2011-10-22
Body 2 Body,Ace Hood Featuring Chris Brown,88,13,65,2011-10-22
I Got You,Thompson Square,89,18,68,2011-10-22
Let It Rain,David Nail Featuring Sarah Buxton,90,20,51,2011-10-22
Run The World (Girls),Glee Cast,91,1,91,2011-10-22
Faster,Matt Nathanson,92,12,74,2011-10-22
Dance (A$$),Big Sean Featuring Nicki Minaj,93,24,10,2011-10-22
Rain Over Me,Pitbull Featuring Marc Anthony,94,19,30,2011-10-22
Party,Beyonce Featuring Andre 3000,95,18,50,2011-10-22
Papi,Jennifer Lopez,96,3,96,2011-10-22
Pretty Girls,Iyaz Featuring Travie McCoy,97,14,43,2011-10-22
Love Don't Run,Steve Holy,98,7,78,2011-10-22
I Got Nothin',Darius Rucker,99,10,84,2011-10-22
No Sleep,Wiz Khalifa,100,15,6,2011-10-22
Someone Like You,Adele,1,39,1,2011-10-15
Moves Like Jagger,Maroon 5 Featuring Christina Aguilera,2,49,1,2011-10-15
Pumped Up Kicks,Foster The People,3,40,3,2011-10-15
Stereo Hearts,Gym Class Heroes Featuring Adam Levine,4,37,4,2011-10-15
Party Rock Anthem,LMFAO Featuring Lauren Bennett & GoonRock,5,68,1,2011-10-15
Sexy And I Know It,LMFAO,6,42,1,2011-10-15
Strange Clouds,B.o.B Featuring Lil Wayne,7,20,7,2011-10-15
Without You,David Guetta Featuring Usher,8,30,4,2011-10-15
We Found Love,Rihanna Featuring Calvin Harris,9,41,1,2011-10-15
You Make Me Feel...,Cobra Starship Featuring Sabi,10,29,7,2011-10-15
Lighters,Bad Meets Evil Featuring Bruno Mars,11,22,4,2011-10-15
You And I,Lady Gaga,12,20,6,2011-10-15
Cheers (Drink To That),Rihanna,13,18,7,2011-10-15
In The Dark,Dev,14,20,11,2011-10-15
Give Me Everything,"Pitbull Featuring Ne-Yo, Afrojack & Nayer",15,45,1,2011-10-15
Super Bass,Nicki Minaj,16,39,3,2011-10-15
How To Love,Lil Wayne,17,24,5,2011-10-15
Last Friday Night (T.G.I.F.),Katy Perry,18,24,1,2011-10-15
It Girl,Jason Derulo,19,22,17,2011-10-15
Good Life,OneRepublic,20,35,8,2011-10-15
Rolling In The Deep,Adele,21,65,1,2011-10-15
Headlines,Drake,22,25,13,2011-10-15
Tonight Tonight,Hot Chelle Rae,23,30,7,2011-10-15
I Wanna Go,Britney Spears,24,20,7,2011-10-15
God Gave Me You,Blake Shelton,25,25,22,2011-10-15
Mr. Saxobeat,Alexandra Stan,26,20,21,2011-10-15
She Will,Lil Wayne Featuring Drake,27,21,3,2011-10-15
It Will Rain,Bruno Mars,28,29,3,2011-10-15
If I Die Young,The Band Perry,29,53,14,2011-10-15
Mr. Know It All,Kelly Clarkson,30,23,10,2011-10-15
Take A Back Road,Rodney Atkins,31,23,23,2011-10-15
Just A Kiss,Lady Antebellum,32,42,7,2011-10-15
Nothing,The Script,33,20,32,2011-10-15
I'm On One,"DJ Khaled Featuring Drake, Rick Ross & Lil Wayne",34,23,10,2011-10-15
Ni**as in Paris,Jay Z Kanye West,35,36,5,2011-10-15
Marvin & Chardonnay,Big Sean Featuring Kanye West & Roscoe Dash,36,20,32,2011-10-15
The Edge Of Glory,Lady Gaga,37,24,3,2011-10-15
Crazy Girl,Eli Young Band,38,36,30,2011-10-15
Barefoot Blue Jean Night,Jake Owen,39,24,21,2011-10-15
Better With The Lights Off,New Boyz Featuring Chris Brown,40,19,38,2011-10-15
Made In America,Toby Keith,41,20,40,2011-10-15
Take Over Control,Afrojack Featuring Eva Simons,42,20,41,2011-10-15
Fly,Nicki Minaj Featuring Rihanna,43,20,19,2011-10-15
Motivation,Kelly Rowland Featuring Lil Wayne,44,25,17,2011-10-15
Remind Me,Brad Paisley Duet With Carrie Underwood,45,20,17,2011-10-15
Long Hot Summer,Keith Urban,46,18,45,2011-10-15
Otis,Jay Z Kanye West Featuring Otis Redding,47,20,12,2011-10-15
When We Stand Together,Nickelback,48,16,44,2011-10-15
Dirt Road Anthem,Jason Aldean,49,27,7,2011-10-15
You And Tequila,Kenny Chesney Featuring Grace Potter,50,20,33,2011-10-15
Best Thing I Never Had,Beyonce,51,20,16,2011-10-15
Easy,Rascal Flatts Featuring Natasha Bedingfield,52,23,43,2011-10-15
Here For A Good Time,George Strait,53,20,46,2011-10-15
Skyscraper,Demi Lovato,54,15,10,2011-10-15
Love You Like A Love Song,Selena Gomez & The Scene,55,38,22,2011-10-15
Marvins Room,Drake,56,18,21,2011-10-15
We Owned The Night,Lady Antebellum,57,20,31,2011-10-15
Paradise,Coldplay,58,32,15,2011-10-15
Not Over You,Gavin DeGraw,59,35,18,2011-10-15
Sparks Fly,Taylor Swift,60,20,17,2011-10-15
Baggage Claim,Miranda Lambert,61,20,44,2011-10-15
5 O'Clock,T-Pain Featuring Wiz Khalifa & Lily Allen,62,20,10,2011-10-15
Keep Your Head Up,Andy Grammer,63,20,53,2011-10-15
Country Must Be Country Wide,Brantley Gilbert,64,21,50,2011-10-15
Just Fishin',Trace Adkins,65,20,61,2011-10-15
Tattoos On This Town,Jason Aldean,66,20,38,2011-10-15
Work Out,J. Cole,67,28,13,2011-10-15
The Adventures Of Rain Dance Maggie,Red Hot Chili Peppers,68,17,38,2011-10-15
Brighter Than The Sun,Colbie Caillat,69,25,47,2011-10-15
That Way,Wale Featuring Jeremih & Rick Ross,70,18,49,2011-10-15
Quickie,Miguel,71,14,62,2011-10-15
Pretty Girls,Iyaz Featuring Travie McCoy,72,14,43,2011-10-15
Mrs. Right,Mindless Behavior Featuring Diggy,73,10,72,2011-10-15
Rain Over Me,Pitbull Featuring Marc Anthony,74,19,30,2011-10-15
Somewhere,Glee Cast,75,1,75,2011-10-15
All Your Life,The Band Perry,76,23,37,2011-10-15
Wet The Bed,Chris Brown Featuring Ludacris,77,10,77,2011-10-15
Drink In My Hand,Eric Church,78,20,40,2011-10-15
No Sleep,Wiz Khalifa,79,15,6,2011-10-15
One More Drinkin' Song,Jerrod Niemann,80,18,72,2011-10-15
Dedication To My Ex (Miss That),Lloyd Featuring Andre 3000 & Lil Wayne,81,5,79,2011-10-15
Sail,AWOLNATION,82,79,17,2011-10-15
Fight For You,Jason Derulo,83,1,83,2011-10-15
Got 2 Luv U,Sean Paul Featuring Alexis Jordan,84,6,84,2011-10-15
Faster,Matt Nathanson,85,12,74,2011-10-15
Let It Rain,David Nail Featuring Sarah Buxton,86,20,51,2011-10-15
I Got You,Thompson Square,87,18,68,2011-10-15
After Midnight,Blink-182,88,1,88,2011-10-15
Love Don't Run,Steve Holy,89,7,78,2011-10-15
I Don't Want This Night To End,Luke Bryan,90,23,22,2011-10-15
Set Fire To The Rain,Adele,91,43,1,2011-10-15
Every Teardrop Is A Waterfall,Coldplay,92,18,14,2011-10-15
I Got Nothin',Darius Rucker,93,10,84,2011-10-15
Body 2 Body,Ace Hood Featuring Chris Brown,94,13,65,2011-10-15
Fish,Craig Campbell,95,10,83,2011-10-15
Gucci Gucci,Kreayshawn,96,10,57,2011-10-15
Walk,Foo Fighters,97,13,83,2011-10-15
Far Away,Tyga Featuring Chris Richardson,98,7,86,2011-10-15
Keep Me In Mind,Zac Brown Band,99,20,35,2011-10-15
Calling All The Monsters,China Anne McClain,100,2,86,2011-10-15
Moves Like Jagger,Maroon 5 Featuring Christina Aguilera,1,49,1,2011-10-08
Someone Like You,Adele,2,39,1,2011-10-08
Pumped Up Kicks,Foster The People,3,40,3,2011-10-08
Party Rock Anthem,LMFAO Featuring Lauren Bennett & GoonRock,4,68,1,2011-10-08
Stereo Hearts,Gym Class Heroes Featuring Adam Levine,5,37,4,2011-10-08
Lighters,Bad Meets Evil Featuring Bruno Mars,6,22,4,2011-10-08
Cheers (Drink To That),Rihanna,7,18,7,2011-10-08
You And I,Lady Gaga,8,20,6,2011-10-08
You Make Me Feel...,Cobra Starship Featuring Sabi,9,29,7,2011-10-08
Sexy And I Know It,LMFAO,10,42,1,2011-10-08
Without You,David Guetta Featuring Usher,11,30,4,2011-10-08
Super Bass,Nicki Minaj,12,39,3,2011-10-08
Give Me Everything,"Pitbull Featuring Ne-Yo, Afrojack & Nayer",13,45,1,2011-10-08
How To Love,Lil Wayne,14,24,5,2011-10-08
Last Friday Night (T.G.I.F.),Katy Perry,15,24,1,2011-10-08
We Found Love,Rihanna Featuring Calvin Harris,16,41,1,2011-10-08
In The Dark,Dev,17,20,11,2011-10-08
Good Life,OneRepublic,18,35,8,2011-10-08
I Wanna Go,Britney Spears,19,20,7,2011-10-08
Tonight Tonight,Hot Chelle Rae,20,30,7,2011-10-08
Just A Kiss,Lady Antebellum,21,42,7,2011-10-08
Rolling In The Deep,Adele,22,65,1,2011-10-08
Headlines,Drake,23,25,13,2011-10-08
It Girl,Jason Derulo,24,22,17,2011-10-08
God Gave Me You,Blake Shelton,25,25,22,2011-10-08
If I Die Young,The Band Perry,26,53,14,2011-10-08
I'm On One,"DJ Khaled Featuring Drake, Rick Ross & Lil Wayne",27,23,10,2011-10-08
She Will,Lil Wayne Featuring Drake,28,21,3,2011-10-08
Mr. Saxobeat,Alexandra Stan,29,20,21,2011-10-08
Take A Back Road,Rodney Atkins,30,23,23,2011-10-08
The Edge Of Glory,Lady Gaga,31,24,3,2011-10-08
Marvin & Chardonnay,Big Sean Featuring Kanye West & Roscoe Dash,32,20,32,2011-10-08
Paradise,Coldplay,33,32,15,2011-10-08
Motivation,Kelly Rowland Featuring Lil Wayne,34,25,17,2011-10-08
Barefoot Blue Jean Night,Jake Owen,35,24,21,2011-10-08
Nothing,The Script,36,20,32,2011-10-08
Crazy Girl,Eli Young Band,37,36,30,2011-10-08
Mr. Know It All,Kelly Clarkson,38,23,10,2011-10-08
You And Tequila,Kenny Chesney Featuring Grace Potter,39,20,33,2011-10-08
Otis,Jay Z Kanye West Featuring Otis Redding,40,20,12,2011-10-08
Made In America,Toby Keith,41,20,40,2011-10-08
Better With The Lights Off,New Boyz Featuring Chris Brown,42,19,38,2011-10-08
Remind Me,Brad Paisley Duet With Carrie Underwood,43,20,17,2011-10-08
Take Over Control,Afrojack Featuring Eva Simons,44,20,41,2011-10-08
Ni**as in Paris,Jay Z Kanye West,45,36,5,2011-10-08
Best Thing I Never Had,Beyonce,46,20,16,2011-10-08
Dirt Road Anthem,Jason Aldean,47,27,7,2011-10-08
Long Hot Summer,Keith Urban,48,18,45,2011-10-08
Marvins Room,Drake,49,18,21,2011-10-08
Not Over You,Gavin DeGraw,50,35,18,2011-10-08
Pretty Girls,Iyaz Featuring Travie McCoy,51,14,43,2011-10-08
Fly,Nicki Minaj Featuring Rihanna,52,20,19,2011-10-08
Here For A Good Time,George Strait,53,20,46,2011-10-08
Easy,Rascal Flatts Featuring Natasha Bedingfield,54,23,43,2011-10-08
Skyscraper,Demi Lovato,55,15,10,2011-10-08
Love You Like A Love Song,Selena Gomez & The Scene,56,38,22,2011-10-08
We Owned The Night,Lady Antebellum,57,20,31,2011-10-08
Keep Your Head Up,Andy Grammer,58,20,53,2011-10-08
Sparks Fly,Taylor Swift,59,20,17,2011-10-08
Baggage Claim,Miranda Lambert,60,20,44,2011-10-08
Just Fishin',Trace Adkins,61,20,61,2011-10-08
Knee Deep,Zac Brown Band Featuring Jimmy Buffett,62,20,18,2011-10-08
Quickie,Miguel,63,14,62,2011-10-08
Country Must Be Country Wide,Brantley Gilbert,64,21,50,2011-10-08
It's Not Unusual,Glee Cast,65,1,65,2011-10-08
The Adventures Of Rain Dance Maggie,Red Hot Chili Peppers,66,17,38,2011-10-08
You Can't Stop The Beat,Glee Cast,67,1,67,2011-10-08
Y.U. Mad,Birdman Featuring Nicki Minaj & Lil Wayne,68,1,68,2011-10-08
Fix A Heart,Demi Lovato,69,1,69,2011-10-08
Rain Over Me,Pitbull Featuring Marc Anthony,70,19,30,2011-10-08
Every Teardrop Is A Waterfall,Coldplay,71,18,14,2011-10-08
That Way,Wale Featuring Jeremih & Rick Ross,72,18,49,2011-10-08
Brighter Than The Sun,Colbie Caillat,73,25,47,2011-10-08
Work Out,J. Cole,74,28,13,2011-10-08
Gucci Gucci,Kreayshawn,75,10,57,2011-10-08
No Sleep,Wiz Khalifa,76,15,6,2011-10-08
Mrs. Right,Mindless Behavior Featuring Diggy,77,10,72,2011-10-08
All Your Life,The Band Perry,78,23,37,2011-10-08
One More Drinkin' Song,Jerrod Niemann,79,18,72,2011-10-08
Wet The Bed,Chris Brown Featuring Ludacris,80,10,77,2011-10-08
Tattoos On This Town,Jason Aldean,81,20,38,2011-10-08
Love Don't Run,Steve Holy,82,7,78,2011-10-08
We Got The Beat,Glee Cast,83,1,83,2011-10-08
I Got Nothin',Darius Rucker,84,10,84,2011-10-08
Faster,Matt Nathanson,85,12,74,2011-10-08
Love Done Gone,Billy Currington,86,15,58,2011-10-08
I Got You,Thompson Square,87,18,68,2011-10-08
Sail,AWOLNATION,88,79,17,2011-10-08
Fish,Craig Campbell,89,10,83,2011-10-08
Set Fire To The Rain,Adele,90,43,1,2011-10-08
Let It Rain,David Nail Featuring Sarah Buxton,91,20,51,2011-10-08
Far Away,Tyga Featuring Chris Richardson,92,7,86,2011-10-08
Got 2 Luv U,Sean Paul Featuring Alexis Jordan,93,6,84,2011-10-08
Walk,Foo Fighters,94,13,83,2011-10-08
Blunt Blowin,Lil Wayne,95,6,33,2011-10-08
Drink In My Hand,Eric Church,96,20,40,2011-10-08
Body 2 Body,Ace Hood Featuring Chris Brown,97,13,65,2011-10-08
Unbroken,Demi Lovato,98,1,98,2011-10-08
Beautiful People,Chris Brown Featuring Benny Benassi,99,4,43,2011-10-08
Cost Of Livin',Ronnie Dunn,100,8,86,2011-10-08
Moves Like Jagger,Maroon 5 Featuring Christina Aguilera,1,49,1,2011-10-01
Someone Like You,Adele,2,39,1,2011-10-01
Pumped Up Kicks,Foster The People,3,40,3,2011-10-01
Party Rock Anthem,LMFAO Featuring Lauren Bennett & GoonRock,4,68,1,2011-10-01
Stereo Hearts,Gym Class Heroes Featuring Adam Levine,5,37,4,2011-10-01
Lighters,Bad Meets Evil Featuring Bruno Mars,6,22,4,2011-10-01
You Make Me Feel...,Cobra Starship Featuring Sabi,7,29,7,2011-10-01
Cheers (Drink To That),Rihanna,8,18,7,2011-10-01
Super Bass,Nicki Minaj,9,39,3,2011-10-01
You And I,Lady Gaga,10,20,6,2011-10-01
Give Me Everything,"Pitbull Featuring Ne-Yo, Afrojack & Nayer",11,45,1,2011-10-01
How To Love,Lil Wayne,12,24,5,2011-10-01
Last Friday Night (T.G.I.F.),Katy Perry,13,24,1,2011-10-01
Good Life,OneRepublic,14,35,8,2011-10-01
Without You,David Guetta Featuring Usher,15,30,4,2011-10-01
Paradise,Coldplay,16,32,15,2011-10-01
I Wanna Go,Britney Spears,17,20,7,2011-10-01
In The Dark,Dev,18,20,11,2011-10-01
Tonight Tonight,Hot Chelle Rae,19,30,7,2011-10-01
Rolling In The Deep,Adele,20,65,1,2011-10-01
If I Die Young,The Band Perry,21,53,14,2011-10-01
I'm On One,"DJ Khaled Featuring Drake, Rick Ross & Lil Wayne",22,23,10,2011-10-01
Headlines,Drake,23,25,13,2011-10-01
God Gave Me You,Blake Shelton,24,25,22,2011-10-01
Sexy And I Know It,LMFAO,25,42,1,2011-10-01
She Will,Lil Wayne Featuring Drake,26,21,3,2011-10-01
Motivation,Kelly Rowland Featuring Lil Wayne,27,25,17,2011-10-01
Take A Back Road,Rodney Atkins,28,23,23,2011-10-01
Mr. Saxobeat,Alexandra Stan,29,20,21,2011-10-01
It Girl,Jason Derulo,30,22,17,2011-10-01
Barefoot Blue Jean Night,Jake Owen,31,24,21,2011-10-01
Just A Kiss,Lady Antebellum,32,42,7,2011-10-01
Otis,Jay Z Kanye West Featuring Otis Redding,33,20,12,2011-10-01
The Edge Of Glory,Lady Gaga,34,24,3,2011-10-01
Mr. Know It All,Kelly Clarkson,35,23,10,2011-10-01
You And Tequila,Kenny Chesney Featuring Grace Potter,36,20,33,2011-10-01
Remind Me,Brad Paisley Duet With Carrie Underwood,37,20,17,2011-10-01
Marvin & Chardonnay,Big Sean Featuring Kanye West & Roscoe Dash,38,20,32,2011-10-01
Nothing,The Script,39,20,32,2011-10-01
Crazy Girl,Eli Young Band,40,36,30,2011-10-01
Take Over Control,Afrojack Featuring Eva Simons,41,20,41,2011-10-01
